"","word1","hit1","hit1_n","hit2","hit2_n","hit3","hit3_n","ngram_n"
"1758","don","t",73,"cornelius",19,"draper",14,468
"1759","cornelius","and",2,"pass",2,"1936",1,30
"1760","conversation","with",162,"about",67,"and",41,977
"1761","topics","and",15,"are",13,"i",13,260
"1762","pooping","in",6,"and",2,"5",1,19
"1763","clowns","are",3,"and",2,"because",2,39
"1764","former","president",34,"student",13,"state",12,1346
"1765","cardinals","and",7,"are",6,"game",4,154
"1766","de","mayo",271,"la",104,"saint",11,1394
"1767","bertrand","russell",7,"et",2,"aristide",1,18
"1768","berry","and",10,"farm",6,"is",3,149
"1769","bruce","lee",21,"banner",17,"willis",17,249
"1770","jacobs","and",5,"is",3,"right",2,53
"1771","each","other",1522,"of",518,"day",358,6600
"1772","mother","and",211,"of",149,"in",129,2518
"1773","grammar","and",9,"is",5,"nazi",5,125
"1774","difference","between",384,"in",181,"is",68,1189
"1775","between","the",940,"a",176,"them",100,4772
"1776","helping","me",118,"to",95,"us",60,1078
"1777","uncle","and",18,"sam",16,"is",11,415
"1778","jack","and",63,"in",27,"white",27,892
"1779","horse","and",45,"to",18,"in",15,576
"1780","key","to",259,"is",59,"in",25,1333
"1781","milwaukee","brewers",18,"wi",15,"is",13,525
"1782","partnered","with",31,"up",5,"130",1,45
"1783","magazine","and",42,"in",23,"is",22,729
"1784","lotto","ticket",10,"tickets",3,"before",2,45
"1785","nhl","playoffs",19,"playoff",6,"network",5,156
"1786","stanleycup","playoffs",2,"are",1,"finals",1,6
"1787","playoffs","and",18,"are",18,"in",12,353
"1788","allen","and",17,"iverson",11,"west",5,271
"1789","craig","and",6,"is",6,"counsell",5,182
"1790","crushingit","for",1,NA,NA,NA,NA,1
"1791","high","school",1250,"and",148,"quality",105,5263
"1792","af","in",10,"and",9,"at",5,143
"1793","beliebers","and",10,"are",10,"love",5,82
"1794","notice","that",149,"me",132,"the",126,1073
"1795","boyfriendreview","i",4,"haters",1,"its",1,8
"1796","generous","and",24,"amount",9,"to",8,247
"1797","appreciate","it",334,"the",330,"your",116,1432
"1798","teen","wolf",29,"hoot",15,"mom",15,423
"1799","webshow","and",1,"blogging",1,"just",1,5
"1800","official","i",29,"day",16,"i'm",15,965
"1801","entertainment","and",38,"industry",19,"for",13,501
"1802","brain","is",73,"and",48,"to",28,1173
"1803","lincoln","park",15,"and",13,"vampire",10,236
"1804","hates","me",53,"you",22,"the",18,289
"1805","notable","for",12,"exception",3,"in",3,108
"1806","surprise","me",58,"to",50,"you",40,931
"1807","20yrs","in",2,"after",1,"ago",1,5
"1808","sitcom","but",2,"e",2,"in",2,42
"1809","discover","that",83,"the",62,"a",30,449
"1810","origin","of",47,"and",14,"in",6,150
"1811","chicago","illinois",88,"and",51,"chicago",49,1538
"1812","shot","of",142,"in",96,"and",91,1675
"1813","t","shirt",315,"shirts",178,"minus",68,1949
"1814","williams","and",26,"is",24,"said",13,468
"1815","seattle","for",27,"and",23,"is",14,600
"1816","prosecuted","for",7,"in",3,"the",3,35
"1817","30","minutes",340,"pm",148,"years",133,3651
"1818","duty","to",71,"and",21,"of",20,417
"1819","tried","to",1138,"it",111,"the",82,2413
"1820","dubai","and",3,"the",2,"uae",2,33
"1821","awaits","me",5,"the",5,"us",5,38
"1822","nyc","and",41,"for",37,"i",36,942
"1823","managed","to",627,"by",21,"a",18,774
"1824","auditions","for",25,"and",11,"in",9,136
"1825","heading","to",496,"out",111,"back",79,1157
"1826","orlando","florida",14,"fl",13,"and",9,279
"1827","scream","and",26,"at",17,"for",11,302
"1828","ya","know",146,"i",78,"there",37,2523
"1829","failed","to",262,"in",22,"and",20,672
"1830","diabloboner","watching",1,NA,NA,NA,NA,1
"1831","diablo","3",26,"i",9,"cody",5,67
"1832","videos","and",76,"on",68,"of",50,712
"1833","c'mon","man",11,"now",10,"you",9,178
"1834","jan","1",15,"2012",11,"2",9,328
"1835","22","and",29,"years",26,"year",21,814
"1836","ravens","are",9,"game",8,"have",6,171
"1837","steelers","are",12,"and",7,"fan",7,129
"1838","pats","and",4,"day",4,"fan",4,113
"1839","eat","a",158,"and",134,"it",130,3014
"1840","purple","and",52,"rain",16,"i",10,539
"1841","humble","and",18,"opinion",18,"yourself",7,225
"1842","rolled","up",44,"out",26,"into",24,301
"1843","holidays","and",53,"to",37,"are",33,516
"1844","accept","the",122,"that",82,"it",65,766
"1845","critcism","and",1,NA,NA,NA,NA,1
"1846","move","on",366,"to",290,"in",123,2774
"1847","playin","in",10,"the",8,"with",7,126
"1848","news","is",157,"for",134,"i",115,3545
"1849","injured","in",22,"and",13,"by",8,229
"1850","shooting","a",42,"the",39,"in",33,641
"1851","kent","state",6,"and",4,"the",4,80
"1852","wa","wa",11,"state",7,"and",5,122
"1853","dangled","from",3,"131",1,"300",1,7
"1854","database","of",10,"and",6,"with",6,125
"1855","depth","of",70,"and",31,"to",14,299
"1856","played","a",141,"by",112,"in",107,1753
"1857","role","in",289,"of",213,"model",85,1150
"1858","extra","time",55,"special",28,"money",27,1631
"1859","innings","in",10,"and",8,"as",5,128
"1860","rash","of",10,"decisions",4,"or",3,64
"1861","thousands","of",434,"and",12,"to",9,553
"1862","teachers","and",74,"are",41,"who",37,861
"1863","indiana","jones",24,"and",14,"is",12,333
"1864","celebrate","the",171,"with",62,"our",39,1001
"1865","national","security",58,"anthem",52,"park",50,2195
"1866","charter","schools",33,"school",25,"of",3,112
"1867","ch","1",22,"3",17,"ch",8,139
"1868","touring","the",13,"and",9,"with",7,117
"1869","location","of",49,"and",48,"for",33,660
"1870","gateway","to",19,"drug",8,"into",3,83
"1871","park","and",122,"in",81,"is",48,1882
"1872","tours","of",14,"in",9,"and",6,140
"1873","glide","angle",3,"on",2,"along",1,23
"1874","residents","of",53,"and",24,"to",19,368
"1875","2011","the",82,"and",73,"i",41,1585
"1876","sick","of",248,"and",140,"i",63,1561
"1877","smiling","and",33,"at",30,"but",9,321
"1878","rolling","in",49,"out",30,"stone",28,498
"1879","morpholio","on",1,NA,NA,NA,NA,1
"1880","ipad","app",38,"and",37,"2",32,598
"1881","load","of",108,"up",18,"the",16,339
"1882","feelings","of",86,"and",69,"for",59,792
"1883","pissed","off",111,"me",30,"at",28,400
"1884","argue","that",115,"with",60,"about",12,329
"1885","you'd","like",225,"be",133,"think",75,832
"1886","mark","twain",74,"the",65,"your",48,1355
"1887","sanchez","is",8,"and",7,"has",4,82
"1888","celebrating","the",80,"my",30,"with",26,514
"1889","sydney's","3rd",1,"end",1,NA,NA,2
"1890","scouts","and",2,"at",2,"from",2,58
"1891","tone","of",46,"for",25,"and",22,362
"1892","crap","i",60,"out",43,"and",31,677
"1893","ate","a",106,"the",39,"at",35,748
"1894","gummie","bears",2,"worm",1,"worms",1,4
"1895","worm","but",11,"in",5,"is",3,71
"1896","stapled","to",4,"the",3,"back",1,14
"1897","stuff","i",188,"that",158,"and",156,3320
"1898","radomski's","entree",1,NA,NA,NA,NA,1
"1899","entree","and",3,"special",3,"i",2,35
"1900","mets","are",11,"fan",10,"fans",8,154
"1901","batboy","and",1,"my",1,"snitch",1,3
"1902","became","a",283,"the",146,"an",35,1340
"1903","clubbie","friendly",1,"nation",1,"started",1,3
"1904","1985","and",7,"to",5,"in",4,85
"1905","members","of",467,"and",99,"to",72,1609
"1906","club","and",87,"in",71,"is",49,1578
"1907","lsp","cast",2,"for",2,"are",1,14
"1908","shouldnt","be",21,"have",12,"even",3,59
"1909","hardcore","and",6,"fans",4,"punk",4,117
"1910","studying","for",71,"the",43,"in",20,425
"1911","ah","i",128,"the",66,"yes",61,1365
"1912","omg","i",428,"omg",116,"i'm",79,2236
"1913","yayy","i",4,"love",2,"1",1,27
"1914","soon","as",676,"i",199,"to",178,3935
"1915","seco","and",1,"in",1,"international",1,8
"1916","app","for",108,"is",64,"on",52,1119
"1917","available","for",293,"in",222,"to",215,2013
"1918","international","women's",27,"airport",24,"film",20,1098
"1919","itunes","and",25,"store",14,"i",13,334
"1920","fire","and",119,"in",70,"on",42,1744
"1921","toys","and",50,"for",22,"to",12,316
"1922","objects","in",21,"to",18,"and",15,255
"1923","touch","with",174,"of",103,"the",75,1261
"1924","dev","team",5,"server",3,"and",2,92
"1925","receptive","to",12,"and",2,"audience",2,25
"1926","knowledge","of",190,"and",121,"that",74,984
"1927","strengthens","the",8,"me",6,"their",2,30
"1928","expressive","and",4,"ways",2,"almost",1,35
"1929","skills","and",109,"to",59,"are",36,839
"1930","clean","up",184,"and",137,"the",85,1428
"1931","text","me",456,"you",155,"message",69,2049
"1932","meant","to",504,"that",86,"for",80,1359
"1933","took","a",741,"the",517,"me",345,4655
"1934","poo","poo",5,"but",3,"in",3,70
"1935","z","challenge",19,"and",15,"i",12,296
"1936","obama","is",126,"and",58,"has",49,1508
"1937","apparently","the",107,"i",88,"it",38,1340
"1938","baggage","and",4,"claim",4,"that",4,66
"1939","exhausting","and",9,"but",8,"day",6,92
"1940","aww","thanks",66,"i",52,"thank",33,504
"1941","congrads","on",2,"to",2,"man",1,6
"1942","attending","the",102,"a",54,"this",12,447
"1943","prom","dress",28,"and",16,"is",16,364
"1944","graduating","from",32,"class",10,"today",9,138
"1945","kitchen","and",115,"table",33,"is",30,1119
"1946","jesus","christ",311,"is",126,"and",94,2239
"1947","judgment","of",18,"day",16,"and",15,231
"1948","wol","1450",1,NA,NA,NA,NA,1
"1949","1450","am",2,"today",1,NA,NA,3
"1950","15pm","66",1,"and",1,"at",1,20
"1951","jumpstart","dc",3,"your",2,"a",1,15
"1952","featured","in",110,"on",69,"artist",14,471
"1953","speak","to",193,"of",93,"for",87,1600
"1954","maria","and",7,"is",4,"island",4,171
"1955","trust","me",294,"in",119,"the",83,1504
"1956","tune","in",273,"into",87,"of",23,638
"1957","capitol","hill",25,"and",5,"records",5,138
"1958","chaos","and",19,"of",15,"in",14,223
"1959","footage","of",32,"from",16,"is",7,171
"1960","fom","ghana",1,"her",1,"katie",1,4
"1961","comments","on",110,"and",81,"about",50,1027
"1962","insights","into",16,"and",15,"from",12,131
"1963","encourage","you",92,"them",32,"the",27,450
"1964","supes","to",1,NA,NA,NA,NA,1
"1965","embrace","the",71,"it",35,"of",18,298
"1966","durant","and",5,"is",5,"harden",2,43
"1967","mason","jars",10,"dixon",5,"jar",5,144
"1968","folks","who",76,"at",59,"in",51,1169
"1969","mymason","and",1,"portal",1,NA,NA,2
"1970","courses","and",21,"in",19,"that",12,203
"1971","restored","to",12,"and",10,"the",6,102
"1972","min","to",21,"and",17,"late",14,444
"1973","outage","in",7,"on",3,"at",2,47
"1974","total","of",176,"cost",26,"number",20,1143
"1975","incident","and",19,"in",15,"that",12,253
"1976","report","on",89,"that",75,"the",53,1235
"1977","spy","on",11,"and",6,"who",6,140
"1978","stickers","and",16,"on",13,"to",8,133
"1979","harvey's","bitter",1,"intro",1,"mantra",1,9
"1980","distasteful","behaviour",2,"so",2,"ad",1,12
"1981","hom","17",1,"and",1,"is",1,7
"1982","intelligent","and",36,"design",13,"people",9,247
"1983","principled","action",2,"and",2,"arguments",1,14
"1984","forum","for",13,"on",13,"to",12,255
"1985","thx","for",360,"4",60,"to",52,870
"1986","luv","u",65,"ya",28,"it",27,399
"1987","v","day",39,"e",18,"neck",12,725
"1988","tag","on",30,"and",27,"team",20,554
"1989","rangers","and",18,"are",16,"fan",13,312
"1990","ariana","grande",13,"is",5,"i",3,62
"1991","tattoo","on",14,"and",11,"is",9,256
"1992","cool.my","sister",1,NA,NA,NA,NA,1
"1993","sister","and",160,"in",91,"is",81,1549
"1994","special","thanks",72,"day",64,"guest",61,2996
"1995","king","of",163,"jr",62,"and",61,1173
"1996","uniquely","designed",3,"among",2,"and",2,47
"1997","portable","and",4,"dvd",4,"i",4,85
"1998","indigo","tree",6,"evolution",2,"mortgage",2,45
"1999","tree","and",74,"in",47,"of",35,1056
"2000","nba","playoffs",32,"and",17,"all",15,547
"2001","shows","that",179,"the",118,"up",93,2051
"2002","survive","the",54,"and",33,"in",24,373
"2003","skate","park",11,"i",4,"and",3,92
"2004","supreme","court",158,"court’s",4,"in",4,268
"2005","court","of",112,"in",55,"and",53,1318
"2006","controversial","and",6,"new",6,"decision",4,160
"2007","arizona","and",22,"state",12,"for",10,340
"2008","immigration","and",26,"reform",16,"law",15,243
"2009","law","and",182,"of",111,"enforcement",100,2182
"2010","sb1070","allows",1,"case",1,"is",1,3
"2011","april","fools",70,"and",52,"2012",50,1974
"2012","deyadira","trevino",1,NA,NA,NA,NA,1
"2013","poised","creation",51,"to",22,"and",5,91
"2014","creation","of",112,"and",33,"is",26,460
"2015","fyi","i",26,"the",7,"i'm",6,177
"2016","mornings","are",14,"at",10,"i",10,190
"2017","gets","a",255,"the",193,"to",182,3110
"2018","hot","and",142,"water",105,"dogs",86,3298
"2019","lemme","know",48,"get",10,"see",6,114
"2020","honor","of",203,"and",60,"to",50,691
"2021","ugly","and",35,"ass",25,"i",17,681
"2022","casting","director",18,"a",15,"for",12,267
"2023","bro","i",83,"you",38,"is",24,1012
"2024","ur","a",69,"not",60,"welcome",44,3003
"2025","events","in",109,"and",108,"that",70,1330
"2026","rng","killed",3,"500",2,"and",2,27
"2027","preparing","for",144,"to",77,"a",24,385
"2028","gorgeous","day",70,"and",58,"in",19,899
"2029","1928","in",2,"1930",1,"2012",1,22
"2030","craftsman","of",3,"house",2,"and",1,24
"2031","market","and",93,"is",84,"for",83,1791
"2032","using","the",602,"a",432,"it",161,3895
"2033","salvaged","from",3,"antiques",1,"furniture",1,16
"2034","parts","of",421,"and",40,"to",32,939
"2035","elizabeth","and",19,"taylor",16,"i",12,270
"2036","speakers","and",26,"for",13,"at",7,245
"2037","brand","new",320,"of",73,"and",38,1081
"2038","representation","of",50,"in",5,"the",4,128
"2039","fabulous","and",26,"day",23,"i",18,754
"2040","accommodations","for",2,"in",2,"to",2,28
"2041","energetic","and",14,"3",1,"46nyc",1,74
"2042","envious","of",16,"and",3,"about",2,38
"2043","type","of",798,"in",39,"and",31,1658
"2044","attention","to",427,"and",95,"of",60,1530
"2045","wanted","to",2914,"a",172,"the",86,4457
"2046","21jumpstreet","at",1,"hahaha",1,"sucked",1,3
"2047","sxsw","is",11,"this",11,"in",10,274
"2048","film","festival",135,"is",132,"and",121,2789
"2049","premiered","on",3,"at",2,"in",2,13
"2050","door","and",167,"to",167,"of",61,1854
"2051","catch","up",486,"the",158,"a",112,1539
"2052","daytime","hours",4,"television",3,"curfews",2,61
"2053","wicked","and",12,"ways",8,"witch",6,224
"2054","hop","on",88,"and",40,"in",38,876
"2055","stress","and",64,"of",35,"free",23,672
"2056","bs","and",12,"is",7,"on",6,137
"2057","brings","me",89,"out",48,"us",48,755
"2058","mj","and",6,"is",5,"was",4,93
"2059","prime","minister",144,"time",33,"example",23,410
"2060","vs","the",65,"a",15,"cotto",13,1303
"2061","lebron","james",47,"is",23,"and",6,266
"2062","checking","out",220,"in",98,"it",34,703
"2063","lyla","campbell",1,"can't",1,"had",1,5
"2064","wont","be",97,"let",33,"get",13,530
"2065","til","the",83,"i",76,"next",31,782
"2066","anything","to",352,"else",316,"but",233,5198
"2067","boomin","bouncing",1,"like",1,NA,NA,2
"2068","l","o",24,"jackson",19,"and",15,594
"2069","bobcats","are",6,"and",2,"were",2,34
"2070","28","at",21,"year",20,"and",17,558
"2071","twos","16",1,"and",1,"at",1,14
"2072","16","and",58,"year",51,"years",43,1214
"2073","23","year",20,"years",20,"and",16,607
"2074","ft","lauderdale",17,"of",13,"worth",13,303
"2075","gm","and",11,"twitter",6,"in",5,213
"2076","7th","grade",23,"and",9,"at",9,299
"2077","worst","thing",66,"part",65,"of",63,1279
"2078","fga","lg",1,NA,NA,NA,NA,1
"2079","lg","electronics",3,"optimus",3,"is",2,40
"2080","avg","is",5,"tix",4,"in",3,75
"2081","19.9","long",1,"percent",1,NA,NA,2
"2082","means","that",365,"to",249,"i",192,3415
"2083","glacier","and",2,"national",2,"or",2,32
"2084","pace","of",43,"and",35,"with",17,412
"2085","thedevilwearsprada","you",1,NA,NA,NA,NA,1
"2086","thrills","and",3,"me",2,"approach",1,20
"2087","70","s",112,"of",34,"degrees",25,536
"2088","ms.bunting","final",1,NA,NA,NA,NA,1
"2089","diss","the",4,"is",2,"you",2,40
"2090","hand","and",204,"in",136,"i",96,3260
"2091","woth","it",2,"two",1,NA,NA,3
"2092","offers","a",89,"the",29,"great",23,686
"2093","mystery","of",47,"and",33,"to",22,448
"2094","closet","and",48,"is",14,"i",13,340
"2095","defeat","the",26,"and",12,"of",12,208
"2096","tip","of",142,"for",44,"to",26,926
"2097","173","for",2,"the",2,"by",1,8
"2098","fastest","growing",27,"way",12,"and",4,119
"2099","heads","up",176,"and",47,"of",42,692
"2100","screamed","at",13,"and",10,"out",9,116
"2101","scared","of",129,"to",124,"the",43,690
"2102","dogs","and",98,"are",51,"in",32,882
"2103","clapped","as",3,"for",2,"her",2,19
"2104","hands","on",222,"and",195,"of",176,1969
"2105","hurt","and",70,"me",67,"you",67,1266
"2106","super","bowl",325,"excited",143,"cute",76,2617
"2107","star","wars",173,"trek",92,"game",56,1588
"2108","mono","filament",2,"1950",1,"2.8.1",1,27
"2109","gram","of",4,"dal",3,"and",2,50
"2110","shirt","and",95,"that",46,"i",38,1099
"2111","cup","of",475,"and",40,"final",19,1578
"2112","forgetting","to",28,"that",14,"the",13,161
"2113","child","is",134,"and",97,"of",92,2371
"2114","abuse","and",41,"of",29,"the",13,386
"2115","neglect","and",9,"the",7,"you",7,90
"2116","reported","that",80,"the",40,"in",35,541
"2117","happening","in",139,"to",62,"now",46,903
"2118","who're","assigned",1,"gaga",1,"the",1,4
"2119","tied","to",84,"up",43,"for",30,415
"2120","fourth","of",40,"quarter",34,"be",26,517
"2121","barack","obama",141,"obama's",18,"obama’s",16,209
"2122","obama's","support",7,"health",6,"speech",6,163
"2123","kindergarten","and",10,"class",7,"in",4,121
"2124","grades","are",19,"and",16,"in",11,176
"2125","mitt","romney",195,"romney's",18,"romney’s",7,316
"2126","romney's","campaign",4,"father",3,"base",2,67
